referrer,views_total,views_unique
Google,57,39
obsidian.md,17,12
github.com,13,4
yandex.ru,5,2
Bing,4,4
DuckDuckGo,4,2
forum-zh.obsidian.md,2,2
cn.bing.com,2,1
forum.obsidian.md,2,1
qwant.com,1,1
