referrer,views_total,views_unique
github.com,105,12
obsidianroundup.org,29,21
Google,26,17
mail.google.com,8,6
forum-zh.obsidian.md,3,3
DuckDuckGo,2,2
mail.qq.com,2,1
com.google.android.gm,1,1
Bing,1,1
