referrer,views_total,views_unique
Google,67,43
obsidian.md,17,12
github.com,14,4
Bing,5,4
DuckDuckGo,4,3
yandex.ru,2,2
forum.obsidian.md,2,1
cn.bing.com,2,1
qwant.com,1,1
