referrer,views_total,views_unique
Google,58,37
obsidian.md,17,14
github.com,17,5
Bing,16,6
eleanorkonik.com,7,6
DuckDuckGo,5,5
search.brave.com,4,2
medium.com,2,2
cn.bing.com,1,1
