url_path,views_total,views_unique
/Fevol/obsidian-translate,261,127
/fevol/obsidian-translate,54,31
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,41,33
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,33,13
/Fevol/obsidian-translate/issues,22,8
/Fevol/obsidian-translate/releases/tag/1.4.2,15,6
/Fevol/obsidian-translate/tree/master/src,14,5
/Fevol/obsidian-translate/releases,9,7
/Fevol/obsidian-translate/issues/new,9,3
/Fevol/obsidian-translate/graphs/traffic,8,1
