referrer,views_total,views_unique
Google,50,38
obsidian.md,32,24
github.com,17,2
Bing,9,5
forum.obsidian.md,2,2
DuckDuckGo,2,2
cn.bing.com,2,1
yandex.kz,2,1
medium.com,1,1
yandex.ru,1,1
