url_path,views_total,views_unique
/Fevol/obsidian-translate,261,130
/fevol/obsidian-translate,43,25
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,42,34
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,27,10
/Fevol/obsidian-translate/issues,19,7
/Fevol/obsidian-translate/releases/tag/1.4.2,15,6
/Fevol/obsidian-translate/tree/master/src,13,4
/Fevol/obsidian-translate/issues/new,9,3
/Fevol/obsidian-translate/releases,7,6
/Fevol/obsidian-translate/blob/master/images/obsidian-translate.webm,7,2
