url_path,views_total,views_unique
/Fevol/obsidian-translate,390,206
/Fevol/obsidian-translate/issues,73,10
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,64,54
/fevol/obsidian-translate,64,35
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,46,17
/Fevol/obsidian-translate/issues/35,29,1
/Fevol/obsidian-translate/issues/36,23,2
/Fevol/obsidian-translate/releases/tag/1.4.3,20,5
/Fevol/obsidian-translate/graphs/traffic,18,1
/Fevol/obsidian-translate/tree/master/src,17,6
