referrer,views_total,views_unique
Google,74,35
github.com,32,7
obsidian.md,20,18
Bing,4,4
DuckDuckGo,4,2
forum.obsidian.md,3,2
eleanorkonik.com,3,2
medium.com,2,1
search.brave.com,1,1
yandex.ru,1,1
