time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-22 00:00:00+00:00,1.0,1.0,7,7
2023-01-23 00:00:00+00:00,308.0,5.0,17,9
2023-01-24 00:00:00+00:00,4.0,2.0,30,14
2023-01-25 00:00:00+00:00,138.0,3.0,54,8
2023-01-26 00:00:00+00:00,17.0,4.0,16,11
2023-01-27 00:00:00+00:00,18.0,5.0,61,16
2023-01-28 00:00:00+00:00,4.0,2.0,12,7
2023-01-29 00:00:00+00:00,4.0,2.0,29,13
2023-01-30 00:00:00+00:00,9.0,6.0,18,10
2023-01-31 00:00:00+00:00,6.0,3.0,25,16
2023-02-01 00:00:00+00:00,4.0,2.0,23,10
2023-02-02 00:00:00+00:00,16.0,3.0,32,15
2023-02-03 00:00:00+00:00,9.0,3.0,24,15
2023-02-04 00:00:00+00:00,,,23,11
