url_path,views_total,views_unique
/Fevol/obsidian-translate,343,191
/Fevol/obsidian-translate/issues,95,8
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,48,18
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,44,38
/fevol/obsidian-translate,36,13
/Fevol/obsidian-translate/releases/tag/1.4.3,29,11
/Fevol/obsidian-translate/issues/35,29,1
/Fevol/obsidian-translate/tree/master/src,24,4
/Fevol/obsidian-translate/issues/37,24,2
/Fevol/obsidian-translate/issues/36,23,2
