referrer,views_total,views_unique
Google,48,28
obsidian.md,13,11
github.com,10,1
DuckDuckGo,5,3
yandex.ru,4,1
forum-zh.obsidian.md,2,2
Bing,2,2
edgeservices.bing.com,1,1
qwant.com,1,1
ecosia.org,1,1
