time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-22 00:00:00+00:00,1,1,2,2
2022-09-23 00:00:00+00:00,2,2,38,17
2022-09-24 00:00:00+00:00,1,1,43,17
2022-09-25 00:00:00+00:00,1,1,21,4
2022-09-26 00:00:00+00:00,5,3,31,5
2022-09-27 00:00:00+00:00,2,2,32,6
2022-09-28 00:00:00+00:00,1,1,20,6
2022-09-29 00:00:00+00:00,2,2,9,3
2022-09-30 00:00:00+00:00,5,4,59,5
2022-10-01 00:00:00+00:00,4,4,54,6
2022-10-02 00:00:00+00:00,1,1,16,5
2022-10-03 00:00:00+00:00,2,2,11,5
2022-10-04 00:00:00+00:00,5,4,25,7
2022-10-05 00:00:00+00:00,2,1,34,8
