url_path,views_total,views_unique
/Fevol/obsidian-translate,261,125
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,43,35
/fevol/obsidian-translate,41,25
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,22,8
/Fevol/obsidian-translate/issues,16,4
/Fevol/obsidian-translate/releases/tag/1.4.2,14,5
/Fevol/obsidian-translate/tree/master/src,13,4
/Fevol/obsidian-translate/graphs/traffic,8,1
/Fevol/obsidian-translate/blob/master/images/obsidian-translate.webm,7,2
/Fevol/obsidian-translate/issues/new,7,1
