referrer,views_total,views_unique
Google,61,40
github.com,20,6
obsidian.md,14,10
Bing,4,3
cn.bing.com,4,2
yandex.by,4,1
DuckDuckGo,3,2
translated.turbopages.org,3,1
yandex.ru,2,2
forum.obsidian.md,2,1
