referrer,views_total,views_unique
github.com,252,10
Google,69,51
obsidian.md,29,23
obsidianroundup.org,12,12
cn.bing.com,9,2
yandex.ru,4,4
eleanorkonik.com,4,4
DuckDuckGo,4,1
publish.obsidian.md,3,2
medium.com,2,1
