referrer,views_total,views_unique
github.com,146,7
Google,63,46
obsidian.md,34,24
eleanorkonik.com,6,6
obsidianroundup.org,6,5
medium.com,3,2
cn.bing.com,2,1
yandex.ru,1,1
feedreader.com,1,1
