referrer,views_total,views_unique
github.com,281,12
Google,70,52
obsidian.md,26,20
obsidianroundup.org,19,17
cn.bing.com,10,3
yandex.ru,4,4
eleanorkonik.com,4,4
DuckDuckGo,4,1
publish.obsidian.md,3,2
medium.com,2,1
