time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-21 00:00:00+00:00,2,2,9,7
2023-04-22 00:00:00+00:00,2,2,7,6
2023-04-23 00:00:00+00:00,1,1,45,10
2023-04-24 00:00:00+00:00,3,2,27,9
2023-04-25 00:00:00+00:00,1,1,7,6
2023-04-26 00:00:00+00:00,1,1,12,5
2023-04-27 00:00:00+00:00,1,1,13,7
2023-04-28 00:00:00+00:00,1,1,16,6
2023-04-29 00:00:00+00:00,1,1,14,8
2023-04-30 00:00:00+00:00,2,2,17,9
2023-05-01 00:00:00+00:00,2,2,16,12
2023-05-02 00:00:00+00:00,2,2,10,4
2023-05-03 00:00:00+00:00,1,1,11,8
2023-05-04 00:00:00+00:00,1,1,5,3
