referrer,views_total,views_unique
Google,62,39
github.com,23,5
obsidian.md,21,17
Bing,16,5
DuckDuckGo,5,5
eleanorkonik.com,4,3
search.brave.com,3,1
medium.com,2,2
cn.bing.com,1,1
