url_path,views_total,views_unique
/Fevol/obsidian-translate,184,111
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,42,15
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,24,21
/Fevol/obsidian-translate/blob/master/docs/API.md,13,10
/fevol/obsidian-translate,13,4
/Fevol/obsidian-translate/commits/master,11,1
/Fevol/obsidian-translate/issues,10,4
/Fevol/obsidian-translate/graphs/traffic,6,1
/Fevol/obsidian-translate/issues/41,5,1
/Fevol/obsidian-translate/commit/64ff1524760a3c02b963a0380b80ebf0dc4b5b10,4,1
