time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-15 00:00:00+00:00,11.0,3.0,15,11
2023-02-16 00:00:00+00:00,5.0,2.0,31,13
2023-02-17 00:00:00+00:00,1.0,1.0,7,5
2023-02-18 00:00:00+00:00,1.0,1.0,10,7
2023-02-19 00:00:00+00:00,1.0,1.0,13,7
2023-02-20 00:00:00+00:00,7.0,5.0,39,15
2023-02-21 00:00:00+00:00,1.0,1.0,26,7
2023-02-22 00:00:00+00:00,1.0,1.0,37,11
2023-02-23 00:00:00+00:00,2.0,2.0,22,11
2023-02-24 00:00:00+00:00,1.0,1.0,27,16
2023-02-25 00:00:00+00:00,1.0,1.0,19,10
2023-02-26 00:00:00+00:00,2.0,2.0,24,13
2023-02-27 00:00:00+00:00,2.0,2.0,23,13
2023-02-28 00:00:00+00:00,,,18,10
