referrer,views_total,views_unique
github.com,288,14
Google,55,43
obsidianroundup.org,50,43
obsidian.md,21,15
cn.bing.com,10,3
mail.google.com,6,6
yandex.ru,5,5
DuckDuckGo,5,2
eleanorkonik.com,3,3
publish.obsidian.md,3,2
