time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-29 00:00:00+00:00,4.0,2.0,29,13
2023-01-30 00:00:00+00:00,9.0,6.0,18,10
2023-01-31 00:00:00+00:00,6.0,3.0,25,16
2023-02-01 00:00:00+00:00,4.0,2.0,23,10
2023-02-02 00:00:00+00:00,16.0,3.0,32,15
2023-02-03 00:00:00+00:00,9.0,3.0,24,15
2023-02-04 00:00:00+00:00,1.0,1.0,23,11
2023-02-05 00:00:00+00:00,8.0,2.0,4,3
2023-02-06 00:00:00+00:00,5.0,3.0,24,13
2023-02-07 00:00:00+00:00,2.0,2.0,13,10
2023-02-08 00:00:00+00:00,3.0,2.0,12,10
2023-02-09 00:00:00+00:00,10.0,3.0,9,6
2023-02-10 00:00:00+00:00,2.0,2.0,23,11
2023-02-11 00:00:00+00:00,,,27,11
