referrer,views_total,views_unique
Google,61,38
github.com,23,5
obsidian.md,19,15
Bing,16,5
DuckDuckGo,5,5
eleanorkonik.com,5,4
search.brave.com,3,1
medium.com,2,2
cn.bing.com,1,1
