time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-01 00:00:00+00:00,2.0,2.0,15,7
2023-04-02 00:00:00+00:00,1.0,1.0,20,12
2023-04-03 00:00:00+00:00,1.0,1.0,60,32
2023-04-04 00:00:00+00:00,5.0,3.0,71,27
2023-04-05 00:00:00+00:00,1.0,1.0,16,15
2023-04-06 00:00:00+00:00,2.0,2.0,21,13
2023-04-07 00:00:00+00:00,1.0,1.0,35,14
2023-04-08 00:00:00+00:00,1.0,1.0,7,6
2023-04-09 00:00:00+00:00,1.0,1.0,16,11
2023-04-10 00:00:00+00:00,2.0,2.0,33,19
2023-04-11 00:00:00+00:00,2.0,2.0,15,7
2023-04-12 00:00:00+00:00,1.0,1.0,9,6
2023-04-13 00:00:00+00:00,1.0,1.0,17,7
2023-04-14 00:00:00+00:00,,,14,7
