referrer,views_total,views_unique
Google,52,38
obsidian.md,28,22
github.com,17,2
Bing,9,5
cn.bing.com,3,2
forum.obsidian.md,2,2
DuckDuckGo,2,2
yandex.kz,2,1
medium.com,1,1
yandex.ru,1,1
