url_path,views_total,views_unique
/Fevol/obsidian-translate,255,55
/Fevol/obsidian-translate/issues,48,6
/Fevol/obsidian-translate/commits/master,33,2
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,24,11
/Fevol/obsidian-translate/releases,23,9
/Fevol/obsidian-translate/releases/tag/1.4.0,20,7
/Fevol/obsidian-translate/tags,17,1
/Fevol/obsidian-translate/releases/tag/1.3.1,16,7
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,15,10
/Fevol/obsidian-translate/stargazers,14,2
