referrer,views_total,views_unique
Google,60,41
obsidian.md,18,12
github.com,6,4
Bing,5,4
cn.bing.com,4,2
DuckDuckGo,3,2
yandex.ru,2,2
forum.obsidian.md,2,1
StartPage,1,1
Yahoo,1,1
