referrer,views_total,views_unique
Google,86,45
obsidian.md,23,19
github.com,19,6
Bing,4,4
forum.obsidian.md,2,2
medium.com,1,1
eleanorkonik.com,1,1
forum-zh.obsidian.md,1,1
statics.teams.cdn.office.net,1,1
