referrer,views_total,views_unique
github.com,211,5
Google,68,49
obsidian.md,27,23
obsidianroundup.org,9,9
eleanorkonik.com,5,5
yandex.ru,3,3
medium.com,3,2
publish.obsidian.md,3,2
cn.bing.com,2,1
ecosia.org,1,1
