url_path,views_total,views_unique
/Fevol/obsidian-translate,158,101
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,34,11
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,21,18
/Fevol/obsidian-translate/issues,11,6
/fevol/obsidian-translate,7,5
/Fevol/obsidian-translate/blob/master/docs/API.md,5,4
/Fevol/obsidian-translate/discussions,4,4
/Fevol/obsidian-translate/issues/new,4,3
/Fevol/obsidian-translate/blob/master/package.json,2,2
/Fevol/obsidian-translate/issues/41,2,2
