url_path,views_total,views_unique
/Fevol/obsidian-translate,114,28
/Fevol/obsidian-translate/issues,47,4
/Fevol/obsidian-translate/commits/master,20,2
/Fevol/obsidian-translate/releases/tag/1.4.0-beta-1,19,4
/Fevol/obsidian-translate/releases,18,4
/Fevol/obsidian-translate/releases/tag/1.3.1,12,3
/Fevol/obsidian-translate/stargazers,9,1
/Fevol/obsidian-translate/blob/master/src/typings/obsidian-ex.d.ts,7,4
/Fevol/obsidian-translate/tree/1.4.0-beta-1,7,2
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,6,4
