url_path,views_total,views_unique
/Fevol/obsidian-translate,373,207
/Fevol/obsidian-translate/issues,75,9
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,51,44
/fevol/obsidian-translate,49,23
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,41,16
/Fevol/obsidian-translate/issues/35,29,1
/Fevol/obsidian-translate/releases/tag/1.4.3,25,8
/Fevol/obsidian-translate/issues/36,23,2
/Fevol/obsidian-translate/tree/master/src,19,5
/Fevol/obsidian-translate/issues/37,19,1
