url_path,views_total,views_unique
/Fevol/obsidian-translate,380,196
/Fevol/obsidian-translate/issues,66,10
/fevol/obsidian-translate,64,33
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,62,52
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,44,17
/Fevol/obsidian-translate/issues/35,29,1
/Fevol/obsidian-translate/issues/36,23,2
/Fevol/obsidian-translate/tree/master/src,17,6
/Fevol/obsidian-translate/issues/new,17,4
/Fevol/obsidian-translate/releases/tag/1.4.3,17,4
