url_path,views_total,views_unique
/Fevol/obsidian-translate,41,31
/Fevol/obsidian-translate/issues/33,10,4
/Fevol/obsidian-translate/issues,7,3
/Fevol/obsidian-translate/releases/tag/1.3.1,4,2
/Fevol/obsidian-translate/blob/master/src/ui/modals/ConfirmationModalView.svelte,4,1
/fevol/obsidian-translate,3,1
/Fevol/obsidian-translate/tree/master/src/ui,3,1
/Fevol/obsidian-translate/tree/master/src/ui/components,3,1
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,2,1
/Fevol/obsidian-translate/tree/master/src/ui/modals,2,1
