time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-26 00:00:00+00:00,1.0,1.0,12,5
2023-04-27 00:00:00+00:00,1.0,1.0,13,7
2023-04-28 00:00:00+00:00,1.0,1.0,16,6
2023-04-29 00:00:00+00:00,1.0,1.0,14,8
2023-04-30 00:00:00+00:00,2.0,2.0,17,9
2023-05-01 00:00:00+00:00,2.0,2.0,16,12
2023-05-02 00:00:00+00:00,2.0,2.0,10,4
2023-05-03 00:00:00+00:00,1.0,1.0,11,8
2023-05-04 00:00:00+00:00,2.0,2.0,7,4
2023-05-05 00:00:00+00:00,2.0,2.0,12,9
2023-05-06 00:00:00+00:00,2.0,2.0,9,7
2023-05-07 00:00:00+00:00,2.0,2.0,9,7
2023-05-08 00:00:00+00:00,3.0,2.0,16,11
2023-05-09 00:00:00+00:00,,,27,8
