url_path,views_total,views_unique
/Fevol/obsidian-translate,265,133
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,45,37
/fevol/obsidian-translate,42,25
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,24,9
/Fevol/obsidian-translate/issues,19,7
/Fevol/obsidian-translate/releases/tag/1.4.2,14,5
/Fevol/obsidian-translate/tree/master/src,13,4
/Fevol/obsidian-translate/issues/new,9,3
/Fevol/obsidian-translate/blob/master/images/obsidian-translate.webm,7,2
/Fevol/obsidian-translate/graphs/traffic,7,1
