referrer,views_total,views_unique
Google,55,34
obsidian.md,20,17
github.com,18,6
Bing,14,5
eleanorkonik.com,8,7
DuckDuckGo,4,4
search.brave.com,4,2
forum-zh.obsidian.md,2,1
cn.bing.com,1,1
medium.com,1,1
