url_path,views_total,views_unique
/Fevol/obsidian-translate,260,130
/fevol/obsidian-translate,47,28
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,40,32
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,29,10
/Fevol/obsidian-translate/issues,21,7
/Fevol/obsidian-translate/releases/tag/1.4.2,15,6
/Fevol/obsidian-translate/tree/master/src,14,5
/Fevol/obsidian-translate/issues/new,9,3
/Fevol/obsidian-translate/releases,8,6
/Fevol/obsidian-translate/graphs/traffic,8,1
