url_path,views_total,views_unique
/Fevol/obsidian-translate,143,87
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,22,13
/Fevol/obsidian-translate/issues,21,8
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,17,13
/Fevol/obsidian-translate/blob/master/docs/API.md,13,6
/Fevol/obsidian-translate/releases/tag/1.4.4,6,4
/Fevol/obsidian-translate/issues/45,6,2
/Fevol/obsidian-translate/issues/new,5,3
/fevol/obsidian-translate,4,3
/Fevol/obsidian-translate/issues/37,4,3
