referrer,views_total,views_unique
Google,73,40
github.com,65,12
obsidian.md,20,17
Bing,8,4
yandex.ru,8,3
medium.com,4,2
DuckDuckGo,3,2
eleanorkonik.com,3,2
obsidian-md.translate.goog,1,1
