url_path,views_total,views_unique
/Fevol/obsidian-translate,335,189
/Fevol/obsidian-translate/issues,85,11
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,46,15
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,36,28
/Fevol/obsidian-translate/issues/37,29,4
/fevol/obsidian-translate,26,8
/Fevol/obsidian-translate/tree/master/src,25,4
/Fevol/obsidian-translate/issues/38,24,1
/Fevol/obsidian-translate/graphs/traffic,20,1
/Fevol/obsidian-translate/commits/master,19,2
