referrer,views_total,views_unique
Google,70,37
github.com,65,11
obsidian.md,21,18
yandex.ru,8,3
DuckDuckGo,5,3
Bing,4,4
medium.com,4,2
eleanorkonik.com,3,2
forum.obsidian.md,2,1
obsidian-md.translate.goog,1,1
