referrer,views_total,views_unique
Google,84,44
github.com,27,7
obsidian.md,20,17
Bing,10,5
medium.com,2,2
DuckDuckGo,1,1
eleanorkonik.com,1,1
forum-zh.obsidian.md,1,1
statics.teams.cdn.office.net,1,1
