url_path,views_total,views_unique
/Fevol/obsidian-translate,109,81
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,21,18
/Fevol/obsidian-translate/blob/master/docs/API.md,6,5
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,4,4
/Fevol/obsidian-translate/releases/tag/1.4.4,4,4
/Fevol/obsidian-translate/issues,3,3
/Fevol/obsidian-translate/issues/new,2,2
/fevol/obsidian-translate,1,1
/Fevol/obsidian-translate/actions,1,1
/Fevol/obsidian-translate/blob/75f5948ea8c19dcb447aee04bc910fb7d9da2023/src/main.ts,1,1
