referrer,views_total,views_unique
github.com,245,8
Google,64,47
obsidian.md,26,22
obsidianroundup.org,10,10
cn.bing.com,9,2
eleanorkonik.com,4,4
yandex.ru,3,3
publish.obsidian.md,3,2
medium.com,2,1
ecosia.org,1,1
