referrer,views_total,views_unique
Google,54,32
obsidian.md,19,14
github.com,6,3
forum.obsidian.md,4,3
Bing,3,3
DuckDuckGo,3,2
yandex.ru,2,1
ecosia.org,1,1
search.brave.com,1,1
fr.search.yahoo.com,1,1
