url_path,views_total,views_unique
/Fevol/obsidian-translate,349,198
/Fevol/obsidian-translate/issues,102,9
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,48,19
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,43,37
/fevol/obsidian-translate,37,13
/Fevol/obsidian-translate/releases/tag/1.4.3,29,11
/Fevol/obsidian-translate/issues/35,29,1
/Fevol/obsidian-translate/issues/37,26,3
/Fevol/obsidian-translate/tree/master/src,24,4
/Fevol/obsidian-translate/issues/36,23,2
