url_path,views_total,views_unique
/Fevol/obsidian-translate,136,72
/Fevol/obsidian-translate/blob/master/images/obsidian-windows-combined.png,15,13
/Fevol/obsidian-translate/blob/master/docs/TUTORIAL.md,14,11
/Fevol/obsidian-translate/issues,11,8
/Fevol/obsidian-translate/blob/master/docs/API.md,7,4
/Fevol/obsidian-translate/issues/new,5,3
/Fevol/obsidian-translate/blob/master/src/README.md,4,3
/Fevol/obsidian-translate/pulse,4,3
/fevol/obsidian-translate,2,2
/Fevol/obsidian-translate/issues/48,2,2
